CropName_1,CityName,textbox5,textbox6,textbox7
Potato Fresh,Lahore,12/1/2022,12/22/2022,Rs./100kg

Label,chart1_CategoryGroup1_label,chart1_CategoryGroup1_Value_DataValue0
,01 Dec 22,6250

