,date,account_value
83,2010-05-04,1034464.7404370308
84,2010-05-05,1033107.3140046119
85,2010-05-06,1031575.9081249237
86,2010-05-07,1024350.5297286033
87,2010-05-10,1032315.9342419624
88,2010-05-11,1035231.1208221435
89,2010-05-12,1045413.8416078567
90,2010-05-13,1048215.1538098335
91,2010-05-14,1035928.5787670135
92,2010-05-17,1043536.8551777839
93,2010-05-18,1037769.3369564055
94,2010-05-19,1035887.8814636229
95,2010-05-20,1028259.2988875387
96,2010-05-21,1034401.9451834677
97,2010-05-24,1037379.8133337019
98,2010-05-25,1042110.3577741621
99,2010-05-26,1041826.0035985945
100,2010-05-27,1047624.5056927679
101,2010-05-28,1050927.0823438643
102,2010-06-01,1045300.930506706
103,2010-06-02,1050434.6831699368
104,2010-06-03,1052022.8115970609
105,2010-06-04,1048916.2127672192
106,2010-06-07,1047975.7961768148
107,2010-06-08,1049762.6654362676
108,2010-06-09,1057629.6554249763
109,2010-06-10,1062657.589020824
110,2010-06-11,1065845.8829678535
111,2010-06-14,1075548.7194863316
112,2010-06-15,1070250.9148730277
113,2010-06-16,1072137.8649962423
114,2010-06-17,1074074.0848660467
115,2010-06-18,1074992.2859887122
116,2010-06-21,1062677.9143759725
117,2010-06-22,1058397.348704624
118,2010-06-23,1060654.5492495536
119,2010-06-24,1056368.8822552678
120,2010-06-25,1061047.2285023688
121,2010-06-28,1060405.9800854682
122,2010-06-29,1051637.7140202522
123,2010-06-30,1044730.540472698
124,2010-07-01,1046518.1248349188
125,2010-07-02,1041909.4172455786
126,2010-07-06,1042249.8953590392
127,2010-07-07,1062604.6422081946
128,2010-07-08,1059841.816681385
129,2010-07-09,1060853.7155610083
130,2010-07-12,1064287.7303017615
131,2010-07-13,1067168.0408644676
132,2010-07-14,1071088.5882161139
133,2010-07-15,1067495.8503527641
134,2010-07-16,1062287.2461253165
135,2010-07-19,1063269.1230311394
136,2010-07-20,1066162.270040798
137,2010-07-21,1064712.2835822105
138,2010-07-22,1032990.2864012717
139,2010-07-23,1041209.653434944
140,2010-07-26,1031388.1304275511
141,2010-07-27,1034005.2261278151
142,2010-07-28,1026335.7396695135
143,2010-07-29,1021656.1658385275
144,2010-07-30,1030973.6162608145
145,2010-08-02,1029584.3038372991
146,2010-08-03,1034859.7010164259
147,2010-08-04,1042670.2060003278
148,2010-08-05,1047742.9502264974
149,2010-08-06,1064322.9385139463
150,2010-08-09,1061278.407270622
151,2010-08-10,1078771.134243202
152,2010-08-11,1081939.6486791607
153,2010-08-12,1096319.8501359937
154,2010-08-13,1094579.9390151976
155,2010-08-16,1105560.9215959546
156,2010-08-17,1096087.5242374418
157,2010-08-18,1079780.0693223951
158,2010-08-19,1085511.397005844
159,2010-08-20,1089416.4205890652
160,2010-08-23,1082420.2708047866
161,2010-08-24,1069492.4691781995
162,2010-08-25,1076364.1680032727
163,2010-08-26,1080064.8130472181
164,2010-08-27,1080672.1721323011
165,2010-08-30,1073598.937636375
166,2010-08-31,1079336.040911865
167,2010-09-01,1101736.1080060955
168,2010-09-02,1109150.1902418132
169,2010-09-03,1110307.0702459333
170,2010-09-07,1118343.6528274533
171,2010-09-08,1128626.062909698
172,2010-09-09,1127837.6734844204
173,2010-09-10,1129021.872210693
174,2010-09-13,1133444.390534019
175,2010-09-14,1130217.270048141
176,2010-09-15,1121339.7447502133
177,2010-09-16,1114712.8264451977
178,2010-09-17,1114609.1026885982
179,2010-09-20,1120820.9589178083
180,2010-09-21,1131901.7537832255
181,2010-09-22,1157058.674401855
182,2010-09-23,1166260.4349250789
183,2010-09-24,1170806.9990409848
184,2010-09-27,1178112.1021043775
185,2010-09-28,1169837.5893426891
186,2010-09-29,1193138.4211305617
187,2010-09-30,1170509.000679588
188,2010-10-01,1150363.8320878982
189,2010-10-04,1155032.6214233395
190,2010-10-05,1154406.0872774122
191,2010-10-06,1138332.5671670912
192,2010-10-07,1141512.1343200682
193,2010-10-08,1136574.7196077346
194,2010-10-11,1147796.8284906386
195,2010-10-12,1152530.3440170286
196,2010-10-13,1150344.1489402768
197,2010-10-14,1145191.7922157284
198,2010-10-15,1153505.6111549374
199,2010-10-18,1145770.8279516217
200,2010-10-19,1135282.9168344494
201,2010-10-20,1146249.623384857
202,2010-10-21,1202634.3118247984
203,2010-10-22,1189320.8499135969
204,2010-10-25,1185646.4422594067
205,2010-10-26,1217214.0775991436
206,2010-10-27,1219801.2351472853
207,2010-10-28,1211518.6930437083
208,2010-10-29,1205187.0143424985
209,2010-11-01,1186673.1210062024
210,2010-11-02,1199390.7407636638
211,2010-11-03,1198936.1359863277
212,2010-11-04,1187909.6768531795
213,2010-11-05,1188759.2989253993
214,2010-11-08,1191905.7450767513
215,2010-11-09,1195988.340416145
216,2010-11-10,1215765.3333738323
217,2010-11-11,1210399.8080785747
218,2010-11-12,1203732.748430824
219,2010-11-15,1189025.947130012
220,2010-11-16,1179909.2583290096
221,2010-11-17,1183948.046518707
222,2010-11-18,1189178.5576030728
223,2010-11-19,1204180.8278001782
224,2010-11-22,1253074.364101028
225,2010-11-23,1251110.9575677868
226,2010-11-24,1254530.55382843
227,2010-11-26,1264678.0158056254
228,2010-11-29,1287540.4187252042
229,2010-11-30,1310372.1469419475
230,2010-12-01,1291443.4967426294
231,2010-12-02,1269264.6587484356
232,2010-12-03,1242847.0091308588
233,2010-12-06,1269539.4915285106
234,2010-12-07,1257301.8582866665
235,2010-12-08,1251994.8740636823
236,2010-12-09,1261499.6061758036
237,2010-12-10,1273617.7402324672
238,2010-12-13,1236792.9795183176
239,2010-12-14,1218523.9174179072
240,2010-12-15,1218692.8006273266
241,2010-12-16,1229535.2690141671
242,2010-12-17,1223897.4944944377
243,2010-12-20,1217056.2373630516
244,2010-12-21,1245601.6956531517
245,2010-12-22,1242484.0105150216
246,2010-12-23,1239775.3476432795
247,2010-12-27,1223647.1471647257
248,2010-12-28,1236611.445710563
249,2010-12-29,1224514.5442808145
250,2010-12-30,1222833.406830787
251,2010-12-31,1208129.4083200446
252,2011-01-03,1217882.881291198
253,2011-01-04,1228578.621875953
254,2011-01-05,1222625.1828687661
255,2011-01-06,1216284.044702529
256,2011-01-07,1221072.3711288446
257,2011-01-10,1252570.652557563
258,2011-01-11,1248034.5346433632
259,2011-01-12,1256356.8611576073
260,2011-01-13,1265974.1844062798
261,2011-01-14,1265934.1622671122
262,2011-01-18,1274165.7011304847
263,2011-01-19,1263605.372017478
264,2011-01-20,1241464.356423759
265,2011-01-21,1230445.2855728143
266,2011-01-24,1237548.6947240822
267,2011-01-25,1248149.7690784447
268,2011-01-26,1233943.0829620354
269,2011-01-27,1340925.6483396525
270,2011-01-28,1368346.879837989
271,2011-01-31,1353245.2106546396
272,2011-02-01,1348657.0083259577
273,2011-02-02,1342257.9767164225
274,2011-02-03,1343155.2127752297
275,2011-02-04,1376859.371512794
276,2011-02-07,1368773.3434392922
277,2011-02-08,1367226.9606641764
278,2011-02-09,1385730.7082010263
279,2011-02-10,1389354.5092149728
280,2011-02-11,1420831.2934829704
281,2011-02-14,1486983.4345302575
282,2011-02-15,1459746.7773742669
283,2011-02-16,1447331.7519001001
284,2011-02-17,1438849.004093551
285,2011-02-18,1438357.0553394312
286,2011-02-22,1381521.3590625757
287,2011-02-23,1338878.202732467
288,2011-02-24,1355250.0330017083
289,2011-02-25,1343934.6899816506
290,2011-02-28,1320027.3754156106
291,2011-03-01,1311543.823965072
292,2011-03-02,1309872.3467548364
293,2011-03-03,1306269.6883920664
294,2011-03-04,1337136.8167520517
295,2011-03-07,1323142.3389904015
296,2011-03-08,1272607.9765972132
297,2011-03-09,1262167.7435821528
298,2011-03-10,1292092.7037910456
299,2011-03-11,1311396.68916645
300,2011-03-14,1297079.4971469874
301,2011-03-15,1365489.6386083597
302,2011-03-16,1351378.7878608697
303,2011-03-17,1351635.4532339089
304,2011-03-18,1332089.5569435114
305,2011-03-21,1347075.1309598917
306,2011-03-22,1384447.8430282585
307,2011-03-23,1418083.1175849908
308,2011-03-24,1418387.7936023704
309,2011-03-25,1422269.0627819053
310,2011-03-28,1454638.7246177667
311,2011-03-29,1454901.9118618004
312,2011-03-30,1457439.090787124
313,2011-03-31,1456675.4715457908
314,2011-04-01,1476005.5265319818
315,2011-04-04,1487837.0385776511
316,2011-04-05,1485621.5522212975
317,2011-04-06,1466326.3910869593
318,2011-04-07,1439020.31249237
319,2011-04-08,1443118.4926525108
320,2011-04-11,1412486.5974704735
321,2011-04-12,1438897.0446304313
322,2011-04-13,1461111.6586959832
323,2011-04-14,1451787.3007160178
324,2011-04-15,1446044.6061149589
325,2011-04-18,1436012.5649852746
326,2011-04-19,1474290.9516704553
327,2011-04-20,1487741.2736919397
328,2011-04-21,1524239.5182849877
329,2011-04-25,1521650.918727874
330,2011-04-26,1414350.1165634147
331,2011-04-27,1447683.3435367576
332,2011-04-28,1440138.8471912376
333,2011-04-29,1432048.298120498
334,2011-05-02,1453611.8153888695
335,2011-05-03,1425133.4780773155
336,2011-05-04,1415290.1416896812
337,2011-05-05,1420678.862404632
338,2011-05-06,1416619.6083641045
339,2011-05-09,1450225.7521419518
340,2011-05-10,1456148.095071029
341,2011-05-11,1470953.7919246666
342,2011-05-12,1495867.5450965874
343,2011-05-13,1499539.052788543
344,2011-05-16,1453193.7403026572
345,2011-05-17,1452451.1164710992
346,2011-05-18,1480127.7052162164
347,2011-05-19,1481066.0528743737
348,2011-05-20,1496822.0427005761
349,2011-05-23,1506440.9789554588
350,2011-05-24,1505287.4789627069
351,2011-05-25,1564803.4696365348
352,2011-05-26,1586322.0041332238
353,2011-05-27,1590150.8954254142
354,2011-05-31,1621956.5306209556
355,2011-06-01,1603999.8002635948
356,2011-06-02,1626576.5273075097
357,2011-06-03,1636772.6069690697
358,2011-06-06,1579948.9795619957
359,2011-06-07,1585586.6490222923
360,2011-06-08,1578228.6339756004
361,2011-06-09,1579823.5694263452
362,2011-06-10,1559392.6913513176
363,2011-06-13,1552128.969085311
364,2011-06-14,1572457.4127391807
365,2011-06-15,1551544.4053482048
366,2011-06-16,1510653.2055023187
367,2011-06-17,1491618.1270450584
368,2011-06-20,1491404.3269462578
369,2011-06-21,1533677.6573932641
370,2011-06-22,1507298.3509910577
371,2011-06-23,1544712.8059837334
372,2011-06-24,1551298.8760463707
373,2011-06-27,1568133.4494365684
374,2011-06-28,1594683.6991958611
375,2011-06-29,1593876.39390068
376,2011-06-30,1581786.833286666
377,2011-07-01,1610327.444357299
378,2011-07-05,1727179.550834655
379,2011-07-06,1734376.505792617
380,2011-07-07,1742297.954994964
381,2011-07-08,1757098.3971649162
382,2011-07-11,1733082.7856155387
383,2011-07-12,1735978.4826507561
384,2011-07-13,1776897.661494445
385,2011-07-14,1710288.4115470878
386,2011-07-15,1711993.8582965843
387,2011-07-18,1668148.1440010064
388,2011-07-19,1714094.385642623
389,2011-07-20,1681358.7770595544
390,2011-07-21,1650210.427988433
391,2011-07-22,1654507.511710357
392,2011-07-25,1682223.522115325
393,2011-07-26,1600138.7133625024
394,2011-07-27,1614262.5622581474
395,2011-07-28,1598458.653128814
396,2011-07-29,1594890.8382293694
397,2011-08-01,1580084.6496089927
398,2011-08-02,1544943.279463195
399,2011-08-03,1560899.5138534538
400,2011-08-04,1479581.5600658408
401,2011-08-05,1452882.9070827477
402,2011-08-08,1369780.334693908
403,2011-08-09,1434026.7445014946
404,2011-08-10,1402973.1215286248
405,2011-08-11,1464934.751804351
406,2011-08-12,1469977.316574096
407,2011-08-15,1483230.3951908103
408,2011-08-16,1441027.9877449027
409,2011-08-17,1401293.1710628502
410,2011-08-18,1314838.4010932916
411,2011-08-19,1242792.8629770272
412,2011-08-22,1242789.9314056388
413,2011-08-23,1327334.044397544
414,2011-08-24,1306571.7639009468
415,2011-08-25,1305382.936333465
416,2011-08-26,1341393.518819236
417,2011-08-29,1360155.380776786
418,2011-08-30,1427271.1242021553
419,2011-08-31,1419665.797555732
420,2011-09-01,1409222.5217519752
421,2011-09-02,1287971.1443555825
422,2011-09-06,1322089.7902956002
423,2011-09-07,1305347.9710096351
424,2011-09-08,1276340.8051388543
425,2011-09-09,1232648.850468902
426,2011-09-12,1269391.193158416
427,2011-09-13,1261535.089001922
428,2011-09-14,1261293.3577549737
429,2011-09-15,1022830.9691975395
430,2011-09-16,937862.3395769207
431,2011-09-19,868727.1016714184
432,2011-09-20,785813.2604009716
433,2011-09-21,776567.0636884777
434,2011-09-22,776748.3664095013
435,2011-09-23,781764.2469846813
436,2011-09-26,799048.0362894146
437,2011-09-27,770463.2861005871
438,2011-09-28,768348.1683752148
439,2011-09-29,684044.3395769207
440,2011-09-30,684527.8134996502
441,2011-10-03,684406.9450189678
442,2011-10-04,694378.352615556
443,2011-10-05,723748.6672422497
444,2011-10-06,744779.3794481365
445,2011-10-07,708338.3393880932
446,2011-10-10,674556.3655597775
447,2011-10-11,656668.2338516323
448,2011-10-12,686642.9312250225
449,2011-10-13,707129.6545812695
450,2011-10-14,701267.6946413128
451,2011-10-17,709063.5502721875
452,2011-10-18,675281.5764438717
453,2011-10-19,661261.1554309933
454,2011-10-20,673710.2861950009
455,2011-10-21,707310.957302293
456,2011-10-24,718188.878503999
457,2011-10-25,467573.85289879725
458,2011-10-26,479841.72128506587
459,2011-10-27,488664.91865845607
460,2011-10-28,508486.90571423457
461,2011-10-31,496037.6942636578
462,2011-11-01,484011.6031820385
463,2011-11-02,503954.4183752148
464,2011-11-03,557739.6819803326
465,2011-11-04,544021.3918258755
466,2011-11-07,548916.4442636578
467,2011-11-08,546740.8922979443
468,2011-11-09,532116.128881654
469,2011-11-10,514409.2998945324
470,2011-11-11,530303.142014703
471,2011-11-14,518035.2736284344
472,2011-11-15,521419.51040097163
473,2011-11-16,490598.7740060894
474,2011-11-17,462074.4580576031
475,2011-11-18,471743.7347957699
476,2011-11-21,450048.2862894146
477,2011-11-22,425754.32682152675
478,2011-11-23,413969.892014703
479,2011-11-25,385929.0499889462
480,2011-11-28,422732.655147752
481,2011-11-29,408349.6286928265
482,2011-11-30,389978.02306195186
483,2011-12-01,405932.29942246363
484,2011-12-02,401097.72156830714
485,2011-12-05,423760.0372335522
486,2011-12-06,411794.3400489895
487,2011-12-07,434879.65505333827
488,2011-12-08,419529.72109623835
489,2011-12-09,428413.35270996974
490,2011-12-12,454822.51058979915
491,2011-12-13,435786.16865845607
492,2011-12-14,429319.82597180293
493,2011-12-15,421342.70796318934
494,2011-12-16,421947.0503666012
495,2011-12-19,405811.47128506587
496,2011-12-20,431495.41828080104
497,2011-12-21,428896.7862894146
498,2011-12-22,446241.0098344891
499,2011-12-23,438868.23422928737
500,2011-12-27,426660.80008335994
501,2011-12-28,418200.16780873225
502,2011-12-29,418804.5102121441
503,2011-12-30,418744.07597180293
504,2012-01-03,436571.7734396069
505,2012-01-04,486187.155147752
506,2012-01-05,479237.378881654
507,2012-01-06,521479.9446413128
508,2012-01-09,593334.6023323147
509,2012-01-10,579132.8785984127
510,2012-01-11,556893.602615556
511,2012-01-12,556893.602615556
512,2012-01-13,570370.1154653637
513,2012-01-17,572424.8796369641
514,2012-01-18,595510.1946413128
515,2012-01-19,625243.1550533383
516,2012-01-20,605783.7734396069
517,2012-01-23,567831.9580576031
518,2012-01-24,560036.1024267285
519,2012-01-25,574358.6946413128
520,2012-01-26,701086.3919202893
521,2012-01-27,748103.1819803326
522,2012-01-30,758014.1553365795
523,2012-01-31,726407.7738172619
524,2012-02-01,743147.6549589245
525,2012-02-02,749372.3010274975
526,2012-02-03,764057.4179975598
527,2012-02-06,781099.5510274975
528,2012-02-07,772820.2214738934
529,2012-02-08,749372.3010274975
530,2012-02-09,754448.6158430187
531,2012-02-10,748949.2613451092
532,2012-02-13,714925.5102121441
533,2012-02-14,743751.9973623364
534,2012-02-15,737648.300461015
535,2012-02-16,736741.7868558972
536,2012-02-17,736379.18141385
537,2012-02-21,709486.5899545758
538,2012-02-22,679270.1152765362
539,2012-02-23,682835.7354566662
540,2012-02-24,674858.5367614834
541,2012-02-27,661200.7211906521
542,2012-02-28,684829.9847013562
543,2012-02-29,669177.8391992657
544,2012-03-01,681385.3136884777
545,2012-03-02,695587.0374223797
546,2012-03-05,669661.3131219952
547,2012-03-06,647422.0371391384
548,2012-03-07,635698.0365726559
549,2012-03-08,653102.6943580715
550,2012-03-09,659508.6028043835
551,2012-03-12,641801.7738172619
552,2012-03-13,642708.2470790951
553,2012-03-14,636060.642014703
554,2012-03-15,665793.6024267285
555,2012-03-16,664524.5237228482
556,2012-03-19,690933.6816026776
557,2012-03-20,695103.5634996502
558,2012-03-21,725803.43141385
559,2012-03-22,717524.1825468151
560,2012-03-23,726347.3395769207
561,2012-03-26,737225.2607786267
562,2012-03-27,729248.1024267285
563,2012-03-28,718007.5757829754
564,2012-03-29,695284.8662206738
565,2012-03-30,695224.4319803326
566,2012-04-02,688758.1296369641
567,2012-04-03,682654.3520490734
568,2012-04-04,666337.5105897991
569,2012-04-05,667787.892014703
570,2012-04-09,644702.5366670697
571,2012-04-10,615936.5241005032
572,2012-04-11,603185.1414482205
573,2012-04-12,630077.813594064
574,2012-04-13,629533.9054309933
575,2012-04-16,611283.168280801
576,2012-04-17,646757.2604953854
577,2012-04-18,646394.6550533383
578,2012-04-19,647180.2598344891
579,2012-04-20,641257.8656541912
580,2012-04-23,615453.0098344891
581,2012-04-24,529880.1023323147
582,2012-04-25,521842.55008335994
583,2012-04-26,514107.1286928265
584,2012-04-27,506069.5764438717
585,2012-04-30,484313.73404045985
586,2012-05-01,491686.5499889462
587,2012-05-02,496944.2078687756
588,2012-05-03,459113.22062416957
589,2012-05-04,442010.73404045985
590,2012-05-07,443884.155147752
591,2012-05-08,439895.57597180293
592,2012-05-09,449323.1560918896
593,2012-05-10,437659.54942246363
594,2012-05-11,467634.28713913844
595,2012-05-14,465096.0893880932
596,2012-05-15,468238.5891992657
597,2012-05-16,448416.6424867718
598,2012-05-17,434940.12963696406
599,2012-05-18,422793.0893880932
600,2012-05-21,433550.1421091168
601,2012-05-22,409195.7080576031
602,2012-05-23,434577.48385163234
603,2012-05-24,424666.5104953854
604,2012-05-25,424364.37963696406
605,2012-05-29,419650.5895769207
606,2012-05-30,406959.6815082638
607,2012-05-31,383390.85223790095
608,2012-06-01,380429.655147752
609,2012-06-04,392818.392014703
610,2012-06-05,391791.05027218745
611,2012-06-06,398136.5244781582
612,2012-06-07,390642.8400489895
613,2012-06-08,396686.10270996974
614,2012-06-11,380731.82634945796
615,2012-06-12,380852.69483014033
616,2012-06-13,379704.4442636578
617,2012-06-14,378677.14286442683
618,2012-06-15,397592.57597180293
619,2012-06-18,403273.27353402064
620,2012-06-19,422007.4442636578
621,2012-06-20,411915.1681863873
622,2012-06-21,397894.74717350886
623,2012-06-22,410102.2216627209
624,2012-06-25,405086.26040097163
625,2012-06-26,403696.31321640895
626,2012-06-27,401822.8921091168
627,2012-06-28,407080.5499889462
628,2012-06-29,413909.4577743618
629,2012-07-02,410041.7470790951
630,2012-07-03,435363.12897606776
631,2012-07-05,493862.1422979443
632,2012-07-06,494889.48404045985
633,2012-07-09,501537.08910485194
634,2012-07-10,484857.64220353053
635,2012-07-11,493378.6683752148
636,2012-07-12,513502.7862894146
637,2012-07-13,513079.7466070263
638,2012-07-16,501476.69520779536
639,2012-07-17,494224.7073967068
640,2012-07-18,491142.6418258755
641,2012-07-19,502322.73422928737
642,2012-07-20,494466.44435807155
643,2012-07-23,483105.0895769207
644,2012-07-24,485824.5900489895
645,2012-07-25,364294.1164095013
646,2012-07-26,344532.563594064
647,2012-07-27,356075.22109623835
648,2012-07-30,349004.57634945796
649,2012-07-31,343565.6560918896
650,2012-08-01,329363.892014703
651,2012-08-02,325556.6155597775
652,2012-08-03,325798.3726927845
653,2012-08-06,343203.0103065579
654,2012-08-07,349911.08995457576
655,2012-08-08,349306.7475511639
656,2012-08-09,349971.48385163234
657,2012-08-10,361997.6556198208
658,2012-08-13,362058.0495168774
659,2012-08-14,373238.14192028926
660,2012-08-15,382303.0762550442
661,2012-08-16,388648.55046101497
662,2012-08-17,384901.667903146
663,2012-08-20,388225.51077862666
664,2012-08-21,396444.4060918896
665,2012-08-22,395235.72128506587
666,2012-08-23,387077.2602121441
667,2012-08-24,381698.73385163234
668,2012-08-27,377045.4183752148
669,2012-08-28,380429.655147752
670,2012-08-29,383390.85223790095
671,2012-08-30,365502.7608730404
672,2012-08-31,360909.87963696406
673,2012-09-04,338005.78666706965
674,2012-09-05,332143.826727113
675,2012-09-06,342356.97128506587
676,2012-09-07,342417.40552540706
677,2012-09-10,337945.35242672847
678,2012-09-11,345439.03685589717
679,2012-09-12,345741.2080576031
680,2012-09-13,350515.392014703
681,2012-09-14,365744.45749112056
682,2012-09-17,344592.95749112056
683,2012-09-18,338791.3914482205
684,2012-09-19,344713.82597180293
685,2012-09-20,354987.4451133816
686,2012-09-21,349246.3133108227
687,2012-09-24,340785.681036195
688,2012-09-25,325133.5758773892
689,2012-09-26,333171.14829798625
690,2012-09-27,335709.3258773892
691,2012-09-28,329001.3067442982
692,2012-10-01,338730.9975511639
693,2012-10-02,341208.7207185833
694,2012-10-03,378193.62859841273
695,2012-10-04,402910.70843525813
696,2012-10-05,402245.8914482205
697,2012-10-08,444307.19483014033
698,2012-10-09,396021.3664095013
699,2012-10-10,395840.06368847773
700,2012-10-11,398740.78619500087
701,2012-10-12,388769.37859841273
702,2012-10-15,391368.01058979915
703,2012-10-16,399163.8258773892
704,2012-10-17,414090.7604953854
705,2012-10-18,407080.5499889462
706,2012-10-19,392697.52353402064
707,2012-10-22,410223.04980011866
708,2012-10-23,412277.7736284344
709,2012-10-24,363327.1282207577
710,2012-10-25,371727.3262550442
711,2012-10-26,420496.62859841273
712,2012-10-31,478874.7734396069
713,2012-11-01,469507.667903146
714,2012-11-02,464733.4839460461
715,2012-11-05,472831.51077862666
716,2012-11-06,461530.5498945324
717,2012-11-07,469447.2740060894
718,2012-11-08,459113.22062416957
719,2012-11-09,470776.7466070263
720,2012-11-12,472529.3395769207
721,2012-11-13,481110.7999889462
722,2012-11-14,482138.18207474635
723,2012-11-15,492411.7608730404
724,2012-11-16,488906.6556198208
725,2012-11-19,491686.5499889462
726,2012-11-20,497971.58995457576
727,2012-11-21,501597.56368847773
728,2012-11-23,501295.3924867718
729,2012-11-26,495916.86612626
730,2012-11-27,502080.9972679226
731,2012-11-28,496944.2078687756
732,2012-11-29,491807.41846962855
733,2012-11-30,493801.7080576031
734,2012-12-03,459294.56368847773
735,2012-12-04,523655.4966070263
736,2012-12-05,503833.5498945324
737,2012-12-06,520754.7741005032
738,2012-12-07,519606.52353402064
739,2012-12-10,512475.48489018367
740,2012-12-11,520210.8659374325
741,2012-12-12,548312.1422035305
742,2012-12-13,559371.36612626
743,2012-12-14,563843.378881654
744,2012-12-17,572303.9708129971
745,2012-12-18,577984.6683752148
746,2012-12-19,567952.7861950009
747,2012-12-20,565052.0636884777
748,2012-12-21,551998.5098344891
749,2012-12-24,545290.5108730404
750,2012-12-26,547828.668280801
751,2012-12-27,546922.1546756832
752,2012-12-28,539851.5502721875
753,2012-12-31,559552.6688472836
754,2013-01-02,556047.563594064
755,2013-01-03,583725.7598344891
756,2013-01-04,580039.3922035305
757,2013-01-07,599498.7738172619
758,2013-01-08,587170.4711906521
759,2013-01-09,579616.3928644268
760,2013-01-10,592246.826349458
761,2013-01-11,612129.2476455776
762,2013-01-14,625182.7208129971
763,2013-01-15,614546.5365726559
764,2013-01-16,589104.2861950009
765,2013-01-17,590433.839482507
766,2013-01-18,599317.4710962384
767,2013-01-22,591098.61612626
768,2013-01-23,624034.5105897991
769,2013-01-24,887521.7469846813
770,2013-01-25,1024704.3257829754
771,2013-01-28,979681.8656541912
772,2013-01-29,1022045.2998945324
773,2013-01-30,1013463.8798257916
774,2013-01-31,998597.3794481365
775,2013-02-01,995938.2728731243
776,2013-02-04,1056008.536100587
777,2013-02-05,1053893.4183752148
778,2013-02-06,1114447.155525407
779,2013-02-07,1099641.0893880932
780,2013-02-08,1093658.2609674542
781,2013-02-11,1075044.9183752148
782,2013-02-12,1075407.523817262
783,2013-02-13,1125687.68216916
784,2013-02-14,1132516.5899545758
785,2013-02-15,1145267.8919202893
786,2013-02-19,1187208.2864782421
787,2013-02-20,1130824.4312250225
788,2013-02-21,1131005.733946046
789,2013-02-22,1086950.221662721
790,2013-02-25,1083686.853370866
791,2013-02-26,1112513.259834489
792,2013-02-27,1113903.2473623364
793,2013-02-28,1136625.956924638
794,2013-03-01,1144421.8125555126
795,2013-03-04,1095108.6020490734
796,2013-03-05,1098251.1825468151
797,2013-03-06,1105563.5642549603
798,2013-03-07,1097223.800461015
799,2013-03-08,1116199.6678087323
800,2013-03-11,1090515.6804697125
801,2013-03-12,1100547.602993211
802,2013-03-13,1162491.2469846813
803,2013-03-14,1138378.5498945324
